	CodigoMatricula	NroCuota	FechaCompromiso	MonedaCuota
21747	2279A21258	5	2023-09-01 00:00:00,000	soles
21748	10500510A22606	2	2023-10-06 00:00:00,000	soles
21749	9852324A19582	15	2023-10-31 00:00:00,000	soles
21750	10171000A21570	7	2023-11-22 00:00:00,000	soles
21751	10171000A21570	8	2023-12-18 00:00:00,000	soles
21752	10171000A21570	9	2024-01-18 00:00:00,000	soles
21753	10171000A21570	10	2024-02-22 00:00:00,000	soles
21754	10171000A21570	12	2024-04-15 00:00:00,000	soles
21755	61761A22708	7	2023-09-30 00:00:00,000	soles
21756	61761A22708	8	2023-10-31 00:00:00,000	soles
21757	10443942A22606	3	2023-11-30 00:00:00,000	soles
21758	9077350A22606	3	2023-08-30 00:00:00,000	soles
21759	9077350A22606	5	2023-11-14 00:00:00,000	soles
21760	9077350A22606	6	2023-11-30 00:00:00,000	soles
21761	9077350A22606	8	2024-03-07 00:00:00,000	soles
21762	10071478A22606	5	2024-01-15 00:00:00,000	soles
21763	10365454A21994	5	2023-09-22 00:00:00,000	soles
21764	10365454A21994	6	2023-10-21 00:00:00,000	soles
21765	10365454A21994	7	2023-11-22 00:00:00,000	soles
21766	10365454A21994	9	2024-01-22 00:00:00,000	soles
21767	10365454A21994	10	2024-02-22 00:00:00,000	soles
21768	10365454A21994	11	2024-03-22 00:00:00,000	soles
21769	10449675A22826	2	2023-09-15 00:00:00,000	soles
21770	10449675A22826	3	2023-10-07 00:00:00,000	soles
21771	10449675A22826	4	2023-11-10 00:00:00,000	soles
21772	9941766A21502	3	2023-08-14 00:00:00,000	soles
21773	9941766A21502	4	2023-09-13 00:00:00,000	soles
21774	10354608A21294	7	2023-08-24 00:00:00,000	soles
21775	10354608A21294	8	2023-09-23 00:00:00,000	soles
21776	9410364A21838	5	2023-08-18 00:00:00,000	soles
21777	9410364A21838	6	2023-09-18 00:00:00,000	soles
21778	10394937A21258	4	2023-08-10 00:00:00,000	soles
21779	10394937A21258	5	2023-09-12 00:00:00,000	soles
21780	10386906A21258	5	2023-08-10 00:00:00,000	soles
21781	9902910A20984	6	2023-05-20 00:00:00,000	soles
21782	9902910A20984	9	2023-08-19 00:00:00,000	soles
21783	9902910A20984	10	2023-09-20 00:00:00,000	soles
21784	10386906A21258	6	2023-10-20 00:00:00,000	soles
21785	10054069A20020	12	2023-03-02 00:00:00,000	soles
21786	10054069A20020	13	2023-03-31 00:00:00,000	soles
21787	10303459A21838	3	2023-05-06 00:00:00,000	soles
21788	10303459A21838	5	2023-07-06 00:00:00,000	soles
21789	9992184A23261	3	2023-05-28 00:00:00,000	soles
21790	9992184A23261	4	2023-06-30 00:00:00,000	soles
21791	9992184A23261	5	2023-07-31 00:00:00,000	soles
21792	9992184A23261	6	2023-08-29 00:00:00,000	soles
21793	9992184A23261	7	2023-09-27 00:00:00,000	soles
21794	10303459A21838	8	2023-10-12 00:00:00,000	soles
21795	10251206A21258	4	2023-08-30 00:00:00,000	soles
21796	10171000A21570	3	2023-07-17 00:00:00,000	soles
21797	10171000A21570	4	2023-08-18 00:00:00,000	soles
21798	10171000A21570	5	2023-09-19 00:00:00,000	soles
21799	10102986A21994	2	2023-08-05 00:00:00,000	soles
21800	10102986A21994	3	2023-08-31 00:00:00,000	soles
21801	10090248A21994	7	2023-08-16 00:00:00,000	soles
21802	10090248A21994	8	2023-09-16 00:00:00,000	soles
21803	9992184A23261	9	2023-12-01 00:00:00,000	soles
21804	9992184A23261	11	2024-02-01 00:00:00,000	soles
21805	10117175A22606	10	2023-11-14 00:00:00,000	soles
21806	9568639A21994	7	2023-11-30 00:00:00,000	soles
21807	10389079A21838	9	2023-12-27 00:00:00,000	soles
21808	10389079A21838	11	2024-02-26 00:00:00,000	soles
21809	10386906A21258	7	2023-10-26 00:00:00,000	soles
21810	10354608A21294	10	2023-11-30 00:00:00,000	soles
21811	9410364A21838	10	2024-01-19 00:00:00,000	soles
21812	9410364A21838	11	2024-02-28 00:00:00,000	soles
21813	10168063A21634	9	2024-01-19 00:00:00,000	soles
21814	10386906A21258	8	2023-11-25 00:00:00,000	soles
21815	10319162A19582	11	2023-11-08 00:00:00,000	soles
21816	10319162A19582	12	2023-11-30 00:00:00,000	soles
21817	10348238A21838	10	2023-11-16 00:00:00,000	soles
21818	10354605A21294	10	2023-11-24 00:00:00,000	soles
21819	10394937A21258	7	2023-11-10 00:00:00,000	soles
21820	10251206A21258	6	2023-11-07 00:00:00,000	soles
21821	10090248A21994	10	2023-11-17 00:00:00,000	soles
21822	10102986A21994	5	2023-12-30 00:00:00,000	soles
21823	10102986A21994	6	2024-01-03 00:00:00,000	soles
21824	10102986A21994	7	2024-01-30 00:00:00,000	soles
21825	10102986A21994	8	2024-02-10 00:00:00,000	soles
21826	10251206A21258	9	2024-01-30 00:00:00,000	soles
21827	10090248A21994	11	2023-12-16 00:00:00,000	soles
21828	9941766A21502	8	2024-01-13 00:00:00,000	soles
21829	9941766A21502	9	2024-02-13 00:00:00,000	soles
21830	10303459A21838	12	2024-02-06 00:00:00,000	soles
21831	10348238A21838	11	2023-12-16 00:00:00,000	soles
21832	10354605A21294	11	2023-12-26 00:00:00,000	soles
21833	10173752A21294	11	2023-12-23 00:00:00,000	soles
21834	10173752A21294	12	2024-01-30 00:00:00,000	soles
21835	9697284A21294	10	2023-12-30 00:00:00,000	soles
21836	9697284A21294	11	2024-01-30 00:00:00,000	soles
21837	10156116A24392	4	2024-04-08 00:00:00,000	soles
21838	10156116A24392	5	2024-05-13 00:00:00,000	soles
21839	10571457A24317	2	2024-02-29 00:00:00,000	soles
21840	10571457A24317	3	2024-03-30 00:00:00,000	soles
21841	10571457A24317	5	2024-05-30 00:00:00,000	soles
21842	10507641A24317	2	2024-02-29 00:00:00,000	soles
21843	10507641A24317	3	2024-03-25 00:00:00,000	soles
21844	10507641A24317	4	2024-04-29 00:00:00,000	soles
21845	10507641A24317	5	2024-05-27 00:00:00,000	soles
21846	10552665A24157	2	2024-02-01 00:00:00,000	soles
21847	10102986A21994	9	2024-03-09 00:00:00,000	soles
21848	10102986A21994	10	2024-04-05 00:00:00,000	soles
21849	9697284A21294	12	2024-02-29 00:00:00,000	soles
21850	9697284A21294	13	2024-03-30 00:00:00,000	soles
21851	10303459A21838	14	2024-04-05 00:00:00,000	soles
21852	10394937A21258	10	2024-03-27 00:00:00,000	soles
21853	10168063A21634	10	2024-03-11 00:00:00,000	soles
21854	10168063A21634	11	2024-04-01 00:00:00,000	soles
21855	10168063A21634	13	2024-05-31 00:00:00,000	soles
21856	9410364A21838	13	2024-04-17 00:00:00,000	soles
21857	10348238A21838	16	2024-05-17 00:00:00,000	soles
21858	10389079A21838	13	2024-04-25 00:00:00,000	soles
21859	9568639A21994	10	2024-03-07 00:00:00,000	soles
21860	9568639A21994	11	2024-03-29 00:00:00,000	soles
21861	10102986A21994	12	2024-06-01 00:00:00,000	soles
21862	9992184A23261	13	2024-03-27 00:00:00,000	soles
21863	9992184A23261	14	2024-04-28 00:00:00,000	soles
21864	10359947A23493	3	2023-07-22 00:00:00,000	soles
21865	9565457A23476	4	2023-08-09 00:00:00,000	soles
21866	10011338A20984	6	2023-05-30 00:00:00,000	soles
21867	10285825A20558	7	2023-01-28 00:00:00,000	soles
21868	9949455A19626	2	2022-05-16 00:00:00,000	soles
21869	9990352A15238	11	2021-10-08 00:00:00,000	soles
21870	9990352A15238	12	2021-11-08 00:00:00,000	soles
21871	9606036A17241	2	2021-11-15 00:00:00,000	soles
21872	9606036A17241	3	2021-12-16 00:00:00,000	soles
21873	9919670A17766	9	2021-10-06 00:00:00,000	soles
21874	9919670A17766	10	2021-11-05 00:00:00,000	soles
21875	9919670A17766	11	2021-12-07 00:00:00,000	soles
21876	10086670A17094	2	2021-11-02 00:00:00,000	soles
21877	10086670A17094	3	2021-11-30 00:00:00,000	soles
21878	10125491A18847	2	2022-01-31 00:00:00,000	soles
21879	10125491A18847	3	2022-03-03 00:00:00,000	soles
21880	10125491A18847	4	2022-03-31 00:00:00,000	soles
21881	10125491A18847	5	2022-07-11 00:00:00,000	soles
21882	10010543A18958	8	2022-07-15 00:00:00,000	soles
21883	10253791A19990	2	2022-09-30 00:00:00,000	soles
21884	10275895A19582	2	2022-11-26 00:00:00,000	soles
21885	10246023A20228	3	2022-10-31 00:00:00,000	soles
21886	10246023A20228	4	2022-12-01 00:00:00,000	soles
21887	10246023A20228	6	2023-01-30 00:00:00,000	soles
21888	10220784A19582	8	2023-01-09 00:00:00,000	soles
21889	10220784A19582	9	2023-02-01 00:00:00,000	soles
21890	10220784A19582	10	2023-03-09 00:00:00,000	soles
21891	10123822A17766	4	2022-03-30 00:00:00,000	soles
21892	10123822A17766	10	2022-09-26 00:00:00,000	soles
21893	10086670A17094	7	2022-03-08 00:00:00,000	soles
21894	10086670A17094	8	2022-04-04 00:00:00,000	soles
21895	10086670A17094	11	2022-07-21 00:00:00,000	soles
21896	9457951A19988	2	2022-10-14 00:00:00,000	soles
21897	9457951A19988	3	2022-11-14 00:00:00,000	soles
21898	9457951A19988	5	2023-01-17 00:00:00,000	soles
21899	10359947A23493	7	2023-11-23 00:00:00,000	soles
21900	9565457A23476	8	2023-12-07 00:00:00,000	soles
21901	10167388A20960	11	2023-10-31 00:00:00,000	soles
21902	10167388A20960	12	2023-12-11 00:00:00,000	soles
21903	9711513A21570	6	2023-10-05 00:00:00,000	soles
21904	9711513A21570	9	2024-01-05 00:00:00,000	soles
21905	10253711A22606	2	2024-01-04 00:00:00,000	soles
21906	10253711A22606	3	2024-02-05 00:00:00,000	soles
21907	10253711A22606	4	2024-03-05 00:00:00,000	soles
21908	10253711A22606	5	2024-03-22 00:00:00,000	soles
21909	10253711A22606	6	2024-03-22 00:00:00,000	soles
21910	9617678A25172	2	2024-05-30 00:00:00,000	soles
21911	9440719A21294	9	2023-10-13 00:00:00,000	soles
21912	9440719A21294	10	2023-11-11 00:00:00,000	soles
21913	9440719A21294	11	2023-12-12 00:00:00,000	soles
21914	9440719A21294	12	2024-01-12 00:00:00,000	soles
21915	9440719A21294	13	2024-02-12 00:00:00,000	soles
21916	10275895A19582	13	2023-10-25 00:00:00,000	soles
21917	10275895A19582	14	2023-11-27 00:00:00,000	soles
21918	10285825A20558	8	2023-06-30 00:00:00,000	soles
21919	10285825A20558	9	2023-07-30 00:00:00,000	soles
21920	9809614A21294	6	2023-11-16 00:00:00,000	soles
21921	10270375A24727	2	2024-06-10 00:00:00,000	soles
21922	9298967A22826	3	2023-08-14 00:00:00,000	soles
21923	9440719A21294	7	2023-08-11 00:00:00,000	soles
21924	9440719A21294	8	2023-09-11 00:00:00,000	soles
21925	10331304A21938	8	2023-08-23 00:00:00,000	soles
21926	9490943A20838	10	2023-08-15 00:00:00,000	soles
21927	9490943A20838	11	2023-09-21 00:00:00,000	soles
21928	9711513A21570	5	2023-09-05 00:00:00,000	soles
21929	10311956A20984	8	2023-07-28 00:00:00,000	soles
21930	10311956A20984	9	2023-08-30 00:00:00,000	soles
21931	10311956A20984	11	2023-10-30 00:00:00,000	soles
21932	10311956A20984	12	2023-11-30 00:00:00,000	soles
21933	10311956A20984	13	2023-12-29 00:00:00,000	soles
21934	10311956A20984	16	2024-04-01 00:00:00,000	soles
21935	10531852A23979	2	2023-11-11 00:00:00,000	soles
21936	10531852A23979	3	2023-11-11 00:00:00,000	soles
21937	9645504A23979	3	2023-12-12 00:00:00,000	soles
21938	10359947A23493	12	2024-04-27 00:00:00,000	soles
21939	10292906A23291	5	2023-08-20 00:00:00,000	soles
21940	10292906A23291	7	2023-10-23 00:00:00,000	soles
21941	10292906A23291	10	2024-01-20 00:00:00,000	soles
21942	10292906A23291	11	2024-02-20 00:00:00,000	soles
21943	10384890A22784	6	2023-09-15 00:00:00,000	soles
21944	10063028A23122	6	2023-08-14 00:00:00,000	soles
21945	10063028A23122	7	2023-09-13 00:00:00,000	soles
21946	10063028A23122	8	2023-10-13 00:00:00,000	soles
21947	10063028A23122	10	2023-12-14 00:00:00,000	soles
21948	10063028A23122	12	2024-02-14 00:00:00,000	soles
21949	9457951A19988	7	2023-03-15 00:00:00,000	soles
21950	9457951A19988	10	2023-06-15 00:00:00,000	soles
21951	10458744A23528	2	2023-08-30 00:00:00,000	soles
21952	10246023A20228	7	2023-02-28 00:00:00,000	soles
21953	10246023A20228	9	2023-04-29 00:00:00,000	soles
21954	10246023A20228	10	2023-05-30 00:00:00,000	soles
21955	9764889A19816	8	2023-04-28 00:00:00,000	soles
21956	10220784A19582	11	2023-04-09 00:00:00,000	soles
21957	10167388A20960	10	2023-09-11 00:00:00,000	soles
21958	9522236A19666	8	2023-03-30 00:00:00,000	soles
21959	10246023A20228	8	2023-03-30 00:00:00,000	soles
21960	10292906A23291	3	2023-06-20 00:00:00,000	soles
21961	10063028A23122	4	2023-06-13 00:00:00,000	soles
21962	10177025A24261	2	2023-12-18 00:00:00,000	soles
21963	10359947A23493	10	2024-02-23 00:00:00,000	soles
21964	10119152A21838	5	2023-07-17 00:00:00,000	soles
21965	10119152A21838	8	2023-10-18 00:00:00,000	soles
21966	10340686A21502	6	2023-07-14 00:00:00,000	soles
21967	10340686A21502	7	2023-08-11 00:00:00,000	soles
21968	10340686A21502	8	2023-09-13 00:00:00,000	soles
21969	9555684A21294	2	2023-12-04 00:00:00,000	soles
21970	9555684A21294	3	2024-01-09 00:00:00,000	soles
21971	9555684A21294	4	2024-02-29 00:00:00,000	soles
21972	9046980A22231	5	2023-10-21 00:00:00,000	soles
21973	10406880A22167	6	2023-11-20 00:00:00,000	soles
21974	10406880A22167	7	2023-12-18 00:00:00,000	soles
21975	10406880A22167	8	2024-01-22 00:00:00,000	soles
21976	9490943A20838	12	2023-11-13 00:00:00,000	soles
21977	10340686A21502	10	2023-11-13 00:00:00,000	soles
21978	10180703A21258	4	2023-12-20 00:00:00,000	soles
21979	10180703A21258	5	2024-01-20 00:00:00,000	soles
21980	10180703A21258	6	2024-02-19 00:00:00,000	soles
21981	10119152A21838	10	2023-12-20 00:00:00,000	soles
21982	10119152A21838	11	2024-01-20 00:00:00,000	soles
21983	10119152A21838	12	2024-02-20 00:00:00,000	soles
21984	9490943A20838	14	2024-02-01 00:00:00,000	soles
21985	10340686A21502	11	2024-01-19 00:00:00,000	soles
21986	10340686A21502	12	2024-01-19 00:00:00,000	soles
21987	9299363A25172	2	2024-03-02 00:00:00,000	soles
21988	9299363A25172	3	2024-03-31 00:00:00,000	soles
21989	9299363A25172	4	2024-05-05 00:00:00,000	soles
21990	9299363A25172	5	2024-05-30 00:00:00,000	soles
21991	10562703A24317	2	2024-02-17 00:00:00,000	soles
21992	10562703A24317	3	2024-03-18 00:00:00,000	soles
21993	10562703A24317	4	2024-04-17 00:00:00,000	soles
21994	10562703A24317	5	2024-05-16 00:00:00,000	soles
21995	10406880A22167	9	2024-03-12 00:00:00,000	soles
21996	10406880A22167	10	2024-03-15 00:00:00,000	soles
21997	10406880A22167	11	2024-03-30 00:00:00,000	soles
21998	10406880A22167	12	2024-03-30 00:00:00,000	soles
21999	10406880A22167	13	2024-03-30 00:00:00,000	soles
22000	10406880A22167	14	2024-03-30 00:00:00,000	soles
22001	10359947A23493	13	2024-06-01 00:00:00,000	soles
22002	10074411A17856	10	2022-05-06 00:00:00,000	soles
22003	10074411A17856	11	2022-05-31 00:00:00,000	soles
22004	10092189A17796	7	2022-03-08 00:00:00,000	soles
22005	10092189A17796	9	2022-05-10 00:00:00,000	soles
22006	9993863A15789	10	2021-09-30 00:00:00,000	soles
22007	9993863A15789	11	2021-10-30 00:00:00,000	soles
22008	10092189A17796	6	2022-02-08 00:00:00,000	soles
22009	10126058A18745	5	2022-04-25 00:00:00,000	soles
22010	10160499A19626	3	2022-05-17 00:00:00,000	soles
22011	10160499A19626	4	2022-06-17 00:00:00,000	soles
22012	10160499A19626	7	2022-09-16 00:00:00,000	soles
22013	10160499A19626	9	2022-10-27 00:00:00,000	soles
22014	10160499A19626	10	2022-12-16 00:00:00,000	soles
22015	14535A19698	2	2022-11-21 00:00:00,000	soles
22016	10233903A19626	2	2022-08-19 00:00:00,000	soles
22017	10274205A19816	2	2022-11-04 00:00:00,000	soles
22018	10274205A19816	3	2022-12-03 00:00:00,000	soles
22019	9706256A23485	9	2024-01-10 00:00:00,000	soles
22020	55213A21994	7	2024-01-10 00:00:00,000	soles
22021	55213A21994	8	2024-02-08 00:00:00,000	soles
22022	55213A21994	9	2024-03-25 00:00:00,000	soles
22023	55213A21994	10	2024-04-10 00:00:00,000	soles
22024	55213A21994	11	2024-05-15 00:00:00,000	soles
22025	10523942A22826	4	2024-02-27 00:00:00,000	soles
22026	10571864A23489	2	2024-04-30 00:00:00,000	soles
22027	10571864A23489	3	2024-04-30 00:00:00,000	soles
22028	10571864A23489	4	2024-04-30 00:00:00,000	soles
22029	10112875A23689	10	2024-04-09 00:00:00,000	soles
22030	10112875A23689	11	2024-05-04 00:00:00,000	soles
22031	10350080A23291	10	2024-01-17 00:00:00,000	soles
22032	10350080A23291	11	2024-02-19 00:00:00,000	soles
22033	10400488A23291	10	2024-01-24 00:00:00,000	soles
22034	10112875A23689	8	2024-01-30 00:00:00,000	soles
22035	10523038A23943	1	2024-02-22 00:00:00,000	soles
22036	10437918A21258	9	2024-02-27 00:00:00,000	soles
22037	9617878A21630	6	2024-01-22 00:00:00,000	soles
22038	33938A22826	3	2024-01-22 00:00:00,000	soles
22039	9500770A21838	10	2024-02-02 00:00:00,000	soles
22040	10570754A24392	3	2024-04-02 00:00:00,000	soles
22041	10570754A24392	4	2024-05-03 00:00:00,000	soles
22042	10570754A24392	5	2024-05-31 00:00:00,000	soles
22043	10570754A24392	6	2024-07-03 00:00:00,000	soles
22044	10112875A23689	9	2024-03-01 00:00:00,000	soles
22045	10112875A23689	14	2024-08-03 00:00:00,000	soles
22046	10112875A23689	15	2024-10-31 00:00:00,000	soles
22047	10437918A21258	10	2024-03-30 00:00:00,000	soles
22048	10302211A20960	7	2023-05-23 00:00:00,000	soles
22049	10272604A20858	9	2023-05-29 00:00:00,000	soles
22050	10232158A20756	10	2023-05-30 00:00:00,000	soles
22051	9503071A20827	9	2023-05-18 00:00:00,000	soles
22052	10233903A19626	7	2023-01-19 00:00:00,000	soles
22053	10429540A22606	5	2023-10-06 00:00:00,000	soles
22054	9706256A23485	6	2023-10-10 00:00:00,000	soles
22055	9706256A23485	7	2023-11-10 00:00:00,000	soles
22056	9706256A23485	8	2023-12-09 00:00:00,000	soles
22057	55213A21994	2	2023-08-10 00:00:00,000	soles
22058	55213A21994	3	2023-09-10 00:00:00,000	soles
22059	55213A21994	5	2023-11-10 00:00:00,000	soles
22060	55213A21994	6	2023-12-10 00:00:00,000	soles
22061	4905A22826	5	2023-10-30 00:00:00,000	soles
22062	10523942A22826	2	2023-12-26 00:00:00,000	soles
22063	10274205A19816	10	2023-06-13 00:00:00,000	soles
22064	10402410A21966	7	2023-10-24 00:00:00,000	soles
22065	10402410A21966	8	2023-11-26 00:00:00,000	soles
22066	10081099A22708	8	2023-10-30 00:00:00,000	soles
22067	10081099A22708	9	2023-10-29 00:00:00,000	soles
22068	10402410A21966	6	2023-09-26 00:00:00,000	soles
22069	10396460A21994	5	2023-08-28 00:00:00,000	soles
22070	10396460A21994	6	2023-09-27 00:00:00,000	soles
22071	4905A22826	3	2023-08-30 00:00:00,000	soles
22072	14535A19698	7	2023-05-02 00:00:00,000	soles
22073	10406687A21258	6	2023-09-29 00:00:00,000	soles
22074	10350080A23291	5	2023-08-18 00:00:00,000	soles
22075	10350080A23291	6	2023-09-19 00:00:00,000	soles
22076	10350080A23291	8	2023-11-20 00:00:00,000	soles
22077	10350080A23291	9	2023-12-18 00:00:00,000	soles
22078	10400488A23291	5	2023-08-24 00:00:00,000	soles
22079	10146977A23478	2	2023-09-07 00:00:00,000	soles
22080	10272604A20858	12	2023-09-04 00:00:00,000	soles
22081	10272604A20858	16	2023-12-30 00:00:00,000	soles
22082	10296823A21906	4	2023-06-01 00:00:00,000	soles
22083	10231314A20734	12	2023-05-29 00:00:00,000	soles
22084	10263899A18958	7	2023-04-14 00:00:00,000	soles
22085	10263899A18958	8	2023-05-13 00:00:00,000	soles
22086	10263899A18958	9	2023-06-14 00:00:00,000	soles
22087	10263899A18958	10	2023-07-14 00:00:00,000	soles
22088	10112875A23689	3	2023-08-30 00:00:00,000	soles
22089	9706256A23485	3	2023-07-10 00:00:00,000	soles
22090	10447845A23288	2	2023-08-05 00:00:00,000	soles
22091	10364498A21258	2	2023-04-09 00:00:00,000	soles
22092	10364498A21258	3	2023-05-09 00:00:00,000	soles
22093	10364498A21258	4	2023-06-09 00:00:00,000	soles
22094	10364498A21258	5	2023-07-09 00:00:00,000	soles
22095	10364498A21258	6	2023-08-09 00:00:00,000	soles
22096	9559325A19988	10	2023-04-14 00:00:00,000	soles
22097	9559325A19988	11	2023-04-14 00:00:00,000	soles
22098	10238611A20871	2	2023-08-12 00:00:00,000	soles
22099	10112875A23689	4	2023-09-30 00:00:00,000	soles
22100	10350080A23291	2	2023-05-15 00:00:00,000	soles
22101	9591361A23286	2	2023-05-29 00:00:00,000	soles
22102	9591361A23286	3	2023-06-30 00:00:00,000	soles
22103	9591361A23286	5	2023-08-31 00:00:00,000	soles
22104	84247A23518	5	2023-10-30 00:00:00,000	soles
22105	10377355A23083	3	2023-05-30 00:00:00,000	soles
22106	10377355A23083	5	2023-07-31 00:00:00,000	soles
22107	10495966A22788	2	2023-10-18 00:00:00,000	soles
22108	9347356A21139	4	2023-05-03 00:00:00,000	soles
22109	10253323A21060	7	2023-09-21 00:00:00,000	soles
22110	10435294A23552	2	2023-11-10 00:00:00,000	soles
22111	10081099A22708	5	2023-07-20 00:00:00,000	soles
22112	10345686A21258	7	2023-07-15 00:00:00,000	soles
22113	10406687A21258	7	2023-11-18 00:00:00,000	soles
22114	10402198A21258	7	2023-11-06 00:00:00,000	soles
22115	10402198A21258	8	2023-11-30 00:00:00,000	soles
22116	10276753A19988	14	2023-12-05 00:00:00,000	soles
22117	10276753A19988	15	2024-01-08 00:00:00,000	soles
22118	9617878A21630	3	2023-10-23 00:00:00,000	soles
22119	9617878A21630	4	2023-11-21 00:00:00,000	soles
22120	9617878A21630	5	2023-12-23 00:00:00,000	soles
22121	10430734A22826	2	2023-12-18 00:00:00,000	soles
22122	9500770A21838	9	2024-02-02 00:00:00,000	soles
22123	9618818A22167	5	2023-05-16 00:00:00,000	soles
22124	9618818A22167	8	2023-07-28 00:00:00,000	soles
22125	9877235A20756	11	2023-05-30 00:00:00,000	soles
22126	9877235A20756	14	2023-08-13 00:00:00,000	soles
22127	9409267A20960	12	2023-10-02 00:00:00,000	soles
22128	10480568A23759	2	2023-08-31 00:00:00,000	soles
22129	10313975A21067	6	2023-05-29 00:00:00,000	soles
22130	9409267A20960	19	2024-05-01 00:00:00,000	soles
22131	10174862A19730	3	2022-05-30 00:00:00,000	soles
22132	10089831A18745	7	2022-03-23 00:00:00,000	soles
22133	10089831A18745	8	2022-03-23 00:00:00,000	soles
22134	10089831A18745	9	2022-04-30 00:00:00,000	soles
22135	188193A19582	3	2022-03-31 00:00:00,000	soles
22136	188193A19582	5	2022-05-28 00:00:00,000	soles
22137	9990158A15178	8	2021-09-01 00:00:00,000	soles
22138	188193A19582	2	2022-02-28 00:00:00,000	soles
22139	9929162A19988	2	2022-05-04 00:00:00,000	soles
22140	9929162A19988	3	2022-06-03 00:00:00,000	soles
22141	9929162A19988	7	2022-10-05 00:00:00,000	soles
22142	9929162A19988	9	2022-12-05 00:00:00,000	soles
22143	9929162A19988	10	2023-01-05 00:00:00,000	soles
22144	9929162A19988	11	2023-02-04 00:00:00,000	soles
22145	179710A19132	3	2022-09-30 00:00:00,000	soles
22146	10209006A19582	5	2022-10-26 00:00:00,000	soles
22147	10209006A19582	7	2022-12-30 00:00:00,000	soles
22148	10182563A20228	8	2022-10-30 00:00:00,000	soles
22149	10182563A20228	10	2023-01-02 00:00:00,000	soles
22150	10182563A20228	11	2023-01-31 00:00:00,000	soles
22151	10290208A21502	2	2023-09-29 00:00:00,000	soles
22152	9882152A22235	4	2023-05-20 00:00:00,000	soles
22153	10411730A21994	3	2023-08-15 00:00:00,000	soles
22154	10411730A21994	4	2023-09-15 00:00:00,000	soles
22155	9409267A20960	15	2024-01-18 00:00:00,000	soles
22156	9409267A20960	16	2024-02-09 00:00:00,000	soles
22157	9409267A20960	17	2024-03-01 00:00:00,000	soles
22158	10313975A21067	9	2023-08-28 00:00:00,000	soles
22159	10294549A20960	9	2023-07-25 00:00:00,000	soles
22160	10294549A20960	10	2023-08-24 00:00:00,000	soles
22161	10294549A20960	13	2023-11-25 00:00:00,000	soles
22162	9929162A19988	12	2023-03-05 00:00:00,000	soles
22163	9409267A20960	9	2023-07-01 00:00:00,000	soles
22164	9409267A20960	10	2023-08-10 00:00:00,000	soles
22165	9409267A20960	11	2023-09-01 00:00:00,000	soles
22166	10294549A20960	7	2023-05-24 00:00:00,000	soles
22167	10294549A20960	8	2023-06-25 00:00:00,000	soles
22168	10209006A19582	9	2023-03-07 00:00:00,000	soles
22169	10209006A19582	10	2023-04-01 00:00:00,000	soles
22170	10209006A19582	11	2023-04-29 00:00:00,000	soles
22171	10209006A19582	12	2023-05-31 00:00:00,000	soles
22172	10167863A19132	12	2023-03-18 00:00:00,000	soles
22173	181073A23092	4	2023-06-01 00:00:00,000	soles
22174	181073A23092	5	2023-07-01 00:00:00,000	soles
22175	9115889A22791	3	2023-06-02 00:00:00,000	soles
22176	10523039A23943	1	2024-02-22 00:00:00,000	soles
22177	10540745A24187	2	2024-01-24 00:00:00,000	soles
22178	193998A24299	4	2024-03-15 00:00:00,000	soles
22179	9807312A25701	6	2024-08-30 00:00:00,000	soles
22180	9555968A24097	12	2024-10-31 00:00:00,000	soles
22181	9555968A24097	14	2025-01-15 00:00:00,000	soles
22182	10626661A24784	3	2024-07-11 00:00:00,000	soles
22183	10667294A24753	3	2024-09-16 00:00:00,000	soles
22184	10503771A21994	2	2023-10-27 00:00:00,000	soles
22185	9977630A21258	3	2023-11-30 00:00:00,000	soles
22186	69872A21258	4	2023-10-30 00:00:00,000	soles
22187	10503771A21994	4	2023-12-27 00:00:00,000	soles
22188	9977630A21258	4	2023-12-30 00:00:00,000	soles
22189	9977630A21258	5	2024-01-30 00:00:00,000	soles
22190	9642894A21258	5	2024-01-01 00:00:00,000	soles
22191	10416885A24719	2	2024-02-29 00:00:00,000	soles
22192	10416885A24719	3	2024-03-30 00:00:00,000	soles
22193	10416885A24719	5	2024-05-30 00:00:00,000	soles
22194	10416885A24719	7	2024-07-29 00:00:00,000	soles
22195	10416885A24719	8	2024-08-31 00:00:00,000	soles
22196	10416885A24719	9	2024-10-01 00:00:00,000	soles
22197	10555667A24719	2	2024-03-02 00:00:00,000	soles
22198	10555667A24719	4	2024-05-02 00:00:00,000	soles
22199	10555667A24719	6	2024-07-02 00:00:00,000	soles
22200	10555667A24719	7	2024-07-31 00:00:00,000	soles
22201	10555667A24719	8	2024-08-31 00:00:00,000	soles
22202	10555667A24719	9	2024-10-01 00:00:00,000	soles
22203	10547421A24317	2	2024-02-12 00:00:00,000	soles
22204	10212929A24956	2	2024-04-19 00:00:00,000	soles
22205	10212929A24956	3	2024-05-22 00:00:00,000	soles
22206	10212929A24956	4	2024-06-29 00:00:00,000	soles
22207	9742031A24440	2	2024-05-03 00:00:00,000	soles
22208	9742031A24440	3	2024-06-01 00:00:00,000	soles
22209	9742031A24440	4	2024-07-02 00:00:00,000	soles
22210	9742031A24440	5	2024-08-02 00:00:00,000	soles
22211	9742031A24440	6	2024-09-04 00:00:00,000	soles
22212	9742031A24440	7	2024-10-04 00:00:00,000	soles
